180388626432,TYPE_REF,1,,"class XMLErrorMessagesLogger : public ErrorLogger
    {
        void reportOut(const std::string & outmsg, Color /*c*/ = Color::Reset) override
        {
            std::cout << outmsg << std::endl;
        }

        void reportErr(const ErrorMessage &msg) override
        {
            reportOut(msg.toXML());
        }

        void reportProgress(const std::string & /*filename*/, const char /*stage*/[], const std::size_t /*value*/) override
        {}
    }",5,,119,,,1,,XMLErrorMessagesLogger
180388626433,TYPE_REF,1,,"class SarifReport {
    public:
        void addFinding(ErrorMessage msg) {
            mFindings.push_back(std::move(msg));
        }

        picojson::array serializeRules() const {
            picojson::array ret;
            std::set<std::string> ruleIds;
            for (const auto& finding : mFindings) {
                // github only supports findings with locations
                if (finding.callStack.empty())
                    continue;
                if (ruleIds.insert(finding.id).second) {
                    picojson::object rule;
                    rule[""id""] = picojson::value(finding.id);
                    // rule.shortDescription.text
                    picojson::object shortDescription;
                    shortDescription[""text""] = picojson::value(finding.shortMessage());
                    rule[""shortDescription""] = picojson::value(shortDescription);
                    // rule.fullDescription.text
                    picojson::object fullDescription;
   ...",5,,81,,,1,,SarifReport
180388626434,TYPE_REF,2,,"class CmdLineLoggerStd : public CmdLineLogger
    {
    public:
        CmdLineLoggerStd() = default;

        void printMessage(const std::string &message) override
        {
            printRaw(""cppcheck: "" + message);
        }

        void printError(const std::string &message) override
        {
            printMessage(""error: "" + message);
        }

        void printRaw(const std::string &message) override
        {
            std::cout << message << std::endl; // TODO: should not append newline
        }
    }",5,,227,,,2,,CmdLineLoggerStd
180388626435,TYPE_REF,3,,"class StdLogger : public ErrorLogger
    {
    public:
        explicit StdLogger(const Settings& settings)
            : mSettings(settings)
            , mGuidelineMapping(createGuidelineMapping(settings.reportType))
        {
            if (!mSettings.outputFile.empty()) {
                mErrorOutput = new std::ofstream(settings.outputFile);
            }
        }

        ~StdLogger() override {
            if (mSettings.outputFormat == Settings::OutputFormat::sarif) {
                reportErr(mSarifReport.serialize(mSettings.cppcheckCfgProductName));
            }
            delete mErrorOutput;
        }

        StdLogger(const StdLogger&) = delete;
        StdLogger& operator=(const SingleExecutor &) = delete;

        void resetLatestProgressOutputTime() {
            mLatestProgressOutputTime = std::time(nullptr);
        }

        /**
         * Helper function to print out errors. Appends a line change.
         * @param errmsg String printed to error stream
      ...",5,,248,,,3,,StdLogger
180388626436,TYPE_REF,-1,,"enum PipeSignal : std::uint8_t {REPORT_OUT='1',REPORT_ERROR='2',REPORT_SUPPR_INLINE='3',CHILD_END='5'}",9,,81,,,1,,PipeWriter.PipeSignal
180388626437,TYPE_REF,1,,enum class Color : std::uint8_t,1,,65,,,1,,Color
180388626438,TYPE_REF,1,,"class PipeWriter : public ErrorLogger {
    public:
        enum PipeSignal : std::uint8_t {REPORT_OUT='1',REPORT_ERROR='2',REPORT_SUPPR_INLINE='3',CHILD_END='5'};

        explicit PipeWriter(int pipe) : mWpipe(pipe) {}

        void reportOut(const std::string &outmsg, Color c) override {
            writeToPipe(REPORT_OUT, static_cast<char>(c) + outmsg);
        }

        void reportErr(const ErrorMessage &msg) override {
            writeToPipe(REPORT_ERROR, msg.serialize());
        }

        void writeSuppr(const SuppressionList &supprs) const {
            for (const auto& suppr : supprs.getSuppressions())
            {
                if (!suppr.isInline)
                    continue;

                writeToPipe(REPORT_SUPPR_INLINE, suppressionToString(suppr));
            }
            // TODO: update suppression states?
        }

        void writeEnd(const std::string& str) const {
            writeToPipe(CHILD_END, str);
        }

    private:
        static std::st...",5,,79,,,1,,PipeWriter
180388626439,TYPE_REF,2,,"class SyncLogForwarder : public ErrorLogger
{
public:
    explicit SyncLogForwarder(ThreadExecutor &threadExecutor, ErrorLogger &errorLogger)
        : mThreadExecutor(threadExecutor), mErrorLogger(errorLogger) {}

    void reportOut(const std::string &outmsg, Color c) override
    {
        std::lock_guard<std::mutex> lg(mReportSync);

        mErrorLogger.reportOut(outmsg, c);
    }

    void reportErr(const ErrorMessage &msg) override {
        if (!mThreadExecutor.hasToLog(msg))
            return;

        std::lock_guard<std::mutex> lg(mReportSync);
        mErrorLogger.reportErr(msg);
    }

    void reportStatus(std::size_t fileindex, std::size_t filecount, std::size_t sizedone, std::size_t sizetotal) {
        std::lock_guard<std::mutex> lg(mReportSync);
        mThreadExecutor.reportStatus(fileindex, filecount, sizedone, sizetotal);
    }

private:
    std::mutex mReportSync;
    ThreadExecutor &mThreadExecutor;
    ErrorLogger &mErrorLogger;
}",1,,48,,,2,,SyncLogForwarder
180388626440,TYPE_REF,3,,"class ThreadData
{
public:
    ThreadData(ThreadExecutor &threadExecutor, ErrorLogger &errorLogger, const Settings &settings, Suppressions& supprs, const std::list<FileWithDetails> &files, const std::list<FileSettings> &fileSettings, CppCheck::ExecuteCmdFn executeCommand)
        : mFiles(files), mFileSettings(fileSettings), mSettings(settings), mSuppressions(supprs), mExecuteCommand(std::move(executeCommand)), logForwarder(threadExecutor, errorLogger)
    {
        mItNextFile = mFiles.begin();
        mItNextFileSettings = mFileSettings.begin();

        mTotalFiles = mFiles.size() + mFileSettings.size();
        mTotalFileSize = std::accumulate(mFiles.cbegin(), mFiles.cend(), std::size_t(0), [](std::size_t v, const FileWithDetails& p) {
            return v + p.size();
        });
    }

    bool next(const FileWithDetails *&file, const FileSettings *&fs, std::size_t &fileSize) {
        std::lock_guard<std::mutex> l(mFileSync);
        if (mItNextFile != mFiles.end()) {
        ...",1,,80,,,3,,ThreadData
180388626441,TYPE_REF,1,,enum class Color : std::uint8_t,1,,36,,,1,,Color
180388626442,TYPE_REF,5,,"class CppcheckExecutor : public ErrorLogger {
private:
    const std::time_t stoptime;
    Suppressions supprs;
    CppCheck cppcheck;

public:
    CppcheckExecutor(const Settings& settings)
        : stoptime(std::time(nullptr)+2U)
        , cppcheck(settings, supprs, *this, false, nullptr)
    {}

    void run(const char code[]) {
        cppcheck.check(FileWithDetails(""test.cpp""), code);
    }

    void reportOut(const std::string & /*outmsg*/, Color /*c*/) override {}
    void reportErr(const ErrorMessage &msg) override {
        const std::string s = msg.toString(true);

        std::cout << s << std::endl;

        if (logfile != nullptr)
            std::fprintf(logfile, ""%s\\n"", s.c_str());
    }

    void reportProgress(const std::string& /*filename*/,
                        const char /*stage*/[],
                        const std::size_t /*value*/) override {
        if (std::time(nullptr) >= stoptime) {
            std::cout << ""Time to analyse the code exceeded 2 second...",1,,57,,,5,,CppcheckExecutor
180388626443,TYPE_REF,-1,,"struct Error {
            Error(const Location &loc, const std::string &s) : location(loc), what(s) {}
            const Location location;
            const std::string what;
        }",9,,1648,,,12,,simplecpp.Macro.Error
180388626444,TYPE_REF,-1,,"struct wrongNumberOfParameters : public Error {
            wrongNumberOfParameters(const Location &loc, const std::string &macroName) : Error(loc, ""Wrong number of parameters for macro \\'"" + macroName + ""\\'."") {}
        }",9,,1655,,,13,,simplecpp.Macro.wrongNumberOfParameters
180388626445,TYPE_REF,-1,,"struct invalidHashHash : public Error {
            static inline std::string format(const std::string &macroName, const std::string &message) {
                return ""Invalid ## usage when expanding \\'"" + macroName + ""\\': "" + message;
            }

            invalidHashHash(const Location &loc, const std::string &macroName, const std::string &message)
                : Error(loc, format(macroName, message)) { }

            static inline invalidHashHash unexpectedToken(const Location &loc, const std::string &macroName, const Token *tokenA) {
                return invalidHashHash(loc, macroName, ""Unexpected token '""+ tokenA->str()+""'"");
            }

            static inline invalidHashHash cannotCombine(const Location &loc, const std::string &macroName, const Token *tokenA, const Token *tokenB) {
                return invalidHashHash(loc, macroName, ""Combining '""+ tokenA->str()+ ""' and '""+ tokenB->str() + ""' yields an invalid token."");
            }

            static inli...",9,,1660,,,14,,simplecpp.Macro.invalidHashHash
180388626446,TYPE_REF,51,,"class simplecpp::TokenList::Stream {
public:
    virtual ~Stream() {}

    virtual int get() = 0;
    virtual int peek() = 0;
    virtual void unget() = 0;
    virtual bool good() = 0;

    unsigned char readChar() {
        unsigned char ch = static_cast<unsigned char>(get());

        // For UTF-16 encoded files the BOM is 0xfeff/0xfffe. If the
        // character is non-ASCII character then replace it with 0xff
        if (isUtf16) {
            const unsigned char ch2 = static_cast<unsigned char>(get());
            const int ch16 = makeUtf16Char(ch, ch2);
            ch = static_cast<unsigned char>(((ch16 >= 0x80) ? 0xff : ch16));
        }

        // Handling of newlines..
        if (ch == '\\r') {
            ch = '\\n';

            int ch2 = get();
            if (isUtf16) {
                const int c2 = get();
                ch2 = makeUtf16Char(ch2, c2);
            }

            if (ch2 != '\\n')
                ungetChar();
        }

        return ch;
    }

    uns...",1,,245,,,51,,simplecpp.TokenList.Stream
180388626447,TYPE_REF,52,,"class StdIStream : public simplecpp::TokenList::Stream {
public:
    // cppcheck-suppress uninitDerivedMemberVar - we call Stream::init() to initialize the private members
    EXPLICIT StdIStream(std::istream &istr)
        : istr(istr) {
        assert(istr.good());
        init();
    }

    virtual int get() OVERRIDE {
        return istr.get();
    }
    virtual int peek() OVERRIDE {
        return istr.peek();
    }
    virtual void unget() OVERRIDE {
        istr.unget();
    }
    virtual bool good() OVERRIDE {
        return istr.good();
    }

private:
    std::istream &istr;
}",1,,356,,,52,,StdIStream
180388626448,TYPE_REF,53,,"class StdCharBufStream : public simplecpp::TokenList::Stream {
public:
    // cppcheck-suppress uninitDerivedMemberVar - we call Stream::init() to initialize the private members
    StdCharBufStream(const unsigned char* str, std::size_t size)
        : str(str)
        , size(size)
        , pos(0)
        , lastStatus(0) {
        init();
    }

    virtual int get() OVERRIDE {
        if (pos >= size)
            return lastStatus = EOF;
        return str[pos++];
    }
    virtual int peek() OVERRIDE {
        if (pos >= size)
            return lastStatus = EOF;
        return str[pos];
    }
    virtual void unget() OVERRIDE {
        --pos;
    }
    virtual bool good() OVERRIDE {
        return lastStatus != EOF;
    }

private:
    const unsigned char *str;
    const std::size_t size;
    std::size_t pos;
    int lastStatus;
}",1,,382,,,53,,StdCharBufStream
180388626449,TYPE_REF,54,,"class FileStream : public simplecpp::TokenList::Stream {
public:
    // cppcheck-suppress uninitDerivedMemberVar - we call Stream::init() to initialize the private members
    EXPLICIT FileStream(const std::string &filename, std::vector<std::string> &files)
        : file(fopen(filename.c_str(), ""rb""))
        , lastCh(0)
        , lastStatus(0) {
        if (!file) {
            files.push_back(filename);
            throw simplecpp::Output(files, simplecpp::Output::FILE_NOT_FOUND, ""File is missing: "" + filename);
        }
        init();
    }

    ~FileStream() OVERRIDE {
        fclose(file);
        file = nullptr;
    }

    virtual int get() OVERRIDE {
        lastStatus = lastCh = fgetc(file);
        return lastCh;
    }
    virtual int peek() OVERRIDE{
        // keep lastCh intact
        const int ch = fgetc(file);
        unget_internal(ch);
        return ch;
    }
    virtual void unget() OVERRIDE {
        unget_internal(lastCh);
    }
    virtual bool good() OVERRI...",1,,417,,,54,,FileStream
180388626450,TYPE_REF,3,,"class Macro {
    public:
        explicit Macro(std::vector<std::string> &f) : nameTokDef(nullptr), valueToken(nullptr), endToken(nullptr), files(f), tokenListDefine(f), variadic(false), valueDefinedInCode_(false) {}

        Macro(const Token *tok, std::vector<std::string> &f) : nameTokDef(nullptr), files(f), tokenListDefine(f), valueDefinedInCode_(true) {
            if (sameline(tok->previousSkipComments(), tok))
                throw std::runtime_error(""bad macro syntax"");
            if (tok->op != '#')
                throw std::runtime_error(""bad macro syntax"");
            const Token * const hashtok = tok;
            tok = tok->next;
            if (!tok || tok->str() != DEFINE)
                throw std::runtime_error(""bad macro syntax"");
            tok = tok->next;
            if (!tok || !tok->name || !sameline(hashtok,tok))
                throw std::runtime_error(""bad macro syntax"");
            if (!parseDefine(tok))
                throw std::runtime_error(""bad ma...",5,,1474,,,3,,simplecpp.Macro
180388626451,TYPE_REF,114,,"class MyMutex {
public:
    MyMutex() {
        InitializeCriticalSection(&m_criticalSection);
    }

    ~MyMutex() {
        DeleteCriticalSection(&m_criticalSection);
    }

    CRITICAL_SECTION* lock() {
        return &m_criticalSection;
    }
private:
    CRITICAL_SECTION m_criticalSection;
}",1,,2381,,,114,,MyMutex
180388626452,TYPE_REF,115,,"class MyLock {
public:
    explicit MyLock(T& m)
        : m_mutex(m) {
        EnterCriticalSection(m_mutex.lock());
    }

    ~MyLock() {
        LeaveCriticalSection(m_mutex.lock());
    }

private:
    MyLock& operator=(const MyLock&);
    MyLock(const MyLock&);

    T& m_mutex;
}",1,,2399,,,115,,MyLock
