124554051584,METHOD_REF,3,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>0:bool(std.string&),69,,184,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>0:bool(std.string&),,,3,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>0:bool(std.string&)
124554051585,METHOD_REF,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>1:bool(FileSettings&),110,,204,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>1:bool(FileSettings&),,,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>1:bool(FileSettings&)
124554051586,METHOD_REF,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>2:bool(FileSettings&),101,,252,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>2:bool(FileSettings&),,,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>2:bool(FileSettings&)
124554051587,METHOD_REF,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>3:bool(FileSettings&),101,,256,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>3:bool(FileSettings&),,,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>3:bool(FileSettings&)
124554051588,METHOD_REF,3,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>4:bool(FileWithDetails&),88,,300,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>4:bool(FileWithDetails&),,,3,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>4:bool(FileWithDetails&)
124554051589,METHOD_REF,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>5:bool(FileWithDetails&),107,,309,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>5:bool(FileWithDetails&),,,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>5:bool(FileWithDetails&)
124554051590,METHOD_REF,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>6:bool(FileWithDetails&),89,,357,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>6:bool(FileWithDetails&),,,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>6:bool(FileWithDetails&)
124554051591,METHOD_REF,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>7:bool(FileWithDetails&),89,,361,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>7:bool(FileWithDetails&),,,4,,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>7:bool(FileWithDetails&)
124554051592,METHOD_REF,1,,addFilesToList,1,,62,"addFilesToList:bool(std.string&,std.vector<std.string>&)",,,1,,"addFilesToList:bool(std.string&,std.vector<std.string>&)"
124554051593,METHOD_REF,2,,addIncludePathsToList,1,,86,"addIncludePathsToList:bool(std.string&,std.list<std.string>&)",,,2,,"addIncludePathsToList:bool(std.string&,std.list<std.string>&)"
124554051594,METHOD_REF,3,,addPathsToSet,1,,109,"addPathsToSet:bool(std.string&,std.set<std.string>&)",,,3,,"addPathsToSet:bool(std.string&,std.set<std.string>&)"
124554051595,METHOD_REF,5,,CmdLineParser,1,,136,"CmdLineParser.CmdLineParser:ANY(CmdLineLogger&,Settings&,Suppressions&)",,,5,,"CmdLineParser.CmdLineParser:ANY(CmdLineLogger&,Settings&,Suppressions&)"
124554051596,METHOD_REF,6,,fillSettingsFromArgs,1,,142,"CmdLineParser.fillSettingsFromArgs:bool(int,char[]*)",,,6,,"CmdLineParser.fillSettingsFromArgs:bool(int,char[]*)"
124554051597,METHOD_REF,7,,parseFromArgs,1,,376,"CmdLineParser.parseFromArgs:CmdLineParser.Result(int,char[]*)",,,7,,"CmdLineParser.parseFromArgs:CmdLineParser.Result(int,char[]*)"
124554051598,METHOD_REF,8,,printHelp,1,,1647,CmdLineParser.printHelp<const>:void(),,,8,,CmdLineParser.printHelp<const>:void()
124554051599,METHOD_REF,9,,getVersion,1,,2024,CmdLineParser.getVersion<const>:string(),,,9,,CmdLineParser.getVersion<const>:string()
124554051600,METHOD_REF,10,,isCppcheckPremium,1,,2033,CmdLineParser.isCppcheckPremium<const>:bool(),,,10,,CmdLineParser.isCppcheckPremium<const>:bool()
124554051601,METHOD_REF,11,,tryLoadLibrary,1,,2039,"CmdLineParser.tryLoadLibrary:bool(Library&,std.string&,char*,bool)",,,11,,"CmdLineParser.tryLoadLibrary:bool(Library&,std.string&,char*,bool)"
124554051602,METHOD_REF,12,,loadLibraries,1,,2086,CmdLineParser.loadLibraries:bool(Settings&),,,12,,CmdLineParser.loadLibraries:bool(Settings&)
124554051603,METHOD_REF,13,,loadAddons,1,,2113,CmdLineParser.loadAddons:bool(Settings&),,,13,,CmdLineParser.loadAddons:bool(Settings&)
124554051604,METHOD_REF,14,,loadCppcheckCfg,1,,2129,CmdLineParser.loadCppcheckCfg:bool(),,,14,,CmdLineParser.loadCppcheckCfg:bool()
124554051605,METHOD_REF,1,,executeCommand,32,,373,"CppCheckExecutor.executeCommand:int(std.string,std.vector<std.string>,std.string,std.string&)",,,2,,int
124554051606,METHOD_REF,3,,cli/cppcheckexecutor.cpp:<global>.CppCheckExecutor.reportSuppressions.<lambda>0:bool(SuppressionList.Suppression&),49,,395,cli/cppcheckexecutor.cpp:<global>.CppCheckExecutor.reportSuppressions.<lambda>0:bool(SuppressionList.Suppression&),,,3,,cli/cppcheckexecutor.cpp:<global>.CppCheckExecutor.reportSuppressions.<lambda>0:bool(SuppressionList.Suppression&)
124554051607,METHOD_REF,5,,executeCommand,58,,449,"CppCheckExecutor.executeCommand:int(std.string,std.vector<std.string>,std.string,std.string&)",,,5,,int
124554051608,METHOD_REF,3,,cli/cppcheckexecutor.cpp:<global>.StdLogger.writeCheckersReport.<lambda>1:bool(SuppressionList.Suppression&),92,,509,cli/cppcheckexecutor.cpp:<global>.StdLogger.writeCheckersReport.<lambda>1:bool(SuppressionList.Suppression&),,,3,,cli/cppcheckexecutor.cpp:<global>.StdLogger.writeCheckersReport.<lambda>1:bool(SuppressionList.Suppression&)
124554051609,METHOD_REF,2,,check,1,,355,"CppCheckExecutor.check:int(int,char[]*)",,,2,,"CppCheckExecutor.check:int(int,char[]*)"
124554051610,METHOD_REF,3,,check_wrapper,1,,380,"CppCheckExecutor.check_wrapper:int(Settings&,Suppressions&)",,,3,,"CppCheckExecutor.check_wrapper:int(Settings&,Suppressions&)"
124554051611,METHOD_REF,4,,reportSuppressions,1,,393,"CppCheckExecutor.reportSuppressions:bool(Settings&,SuppressionList&,bool,std.list<FileWithDetails>&,std.list<FileSettings>&,ErrorLogger&)",,,4,,"CppCheckExecutor.reportSuppressions:bool(Settings&,SuppressionList&,bool,std.list<FileWithDetails>&,std.list<FileSettings>&,ErrorLogger&)"
124554051612,METHOD_REF,5,,check_internal,1,,428,"CppCheckExecutor.check_internal<const>:int(Settings&,Suppressions&)",,,5,,"CppCheckExecutor.check_internal<const>:int(Settings&,Suppressions&)"
124554051613,METHOD_REF,6,,writeCheckersReport,1,,497,StdLogger.writeCheckersReport:void(Suppressions&),,,6,,StdLogger.writeCheckersReport:void(Suppressions&)
124554051614,METHOD_REF,7,,ansiToOEM,1,,556,"ansiToOEM:string(std.string&,bool)",,,7,,"ansiToOEM:string(std.string&,bool)"
124554051615,METHOD_REF,8,,reportErr,1,,578,StdLogger.reportErr:void(std.string&),,,8,,StdLogger.reportErr:void(std.string&)
124554051616,METHOD_REF,9,,reportOut,1,,587,"StdLogger.reportOut:void(std.string&,Color)",,,9,,"StdLogger.reportOut:void(std.string&,Color)"
124554051617,METHOD_REF,10,,reportProgress,1,,596,"StdLogger.reportProgress:void(std.string&,char[],std.size_t)",,,10,,"StdLogger.reportProgress:void(std.string&,char[],std.size_t)"
124554051618,METHOD_REF,11,,reportErr,1,,620,StdLogger.reportErr:void(ErrorMessage&),,,11,,StdLogger.reportErr:void(ErrorMessage&)
124554051619,METHOD_REF,12,,executeCommand,1,,669,"CppCheckExecutor.executeCommand:int(std.string,std.vector<std.string>,std.string,std.string&)",,,12,,"CppCheckExecutor.executeCommand:int(std.string,std.vector<std.string>,std.string,std.string&)"
124554051620,METHOD_REF,2,,Executor,1,,33,"Executor.Executor:ANY(std.list<FileWithDetails>&,std.list<FileSettings>&,Settings&,Suppressions&,ErrorLogger&)",,,2,,"Executor.Executor:ANY(std.list<FileWithDetails>&,std.list<FileSettings>&,Settings&,Suppressions&,ErrorLogger&)"
124554051621,METHOD_REF,3,,hasToLog,1,,41,Executor.hasToLog:bool(ErrorMessage&),,,3,,Executor.hasToLog:bool(ErrorMessage&)
124554051622,METHOD_REF,4,,reportStatus,1,,64,"Executor.reportStatus:void(std.size_t,std.size_t,std.size_t,std.size_t)",,,4,,"Executor.reportStatus:void(std.size_t,std.size_t,std.size_t,std.size_t)"
124554051623,METHOD_REF,1,,"cli/filelister.cpp:<global>.FileLister.addFiles.<lambda>0:bool(FileWithDetails&,FileWithDetails&)",22,,295,"cli/filelister.cpp:<global>.FileLister.addFiles.<lambda>0:bool(FileWithDetails&,FileWithDetails&)",,,2,,"cli/filelister.cpp:<global>.FileLister.addFiles.<lambda>0:bool(FileWithDetails&,FileWithDetails&)"
