111669149696,METHOD,cli/cmdlinelogger.h:<global>,TYPE_DECL,"[0,41552,9424,15698,2]",1,27,cli/cmdlinelogger.h,cli/cmdlinelogger.h:<global>,<empty>,,false,1,37,<global>,,,1,
111669149697,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"[0,42653,49460,1606,14824,3972,36583,1640,20836,49008,38304,20951,947,2870,36583,6,49008,38304,48219,41552,47717,38304,20951,15698,947,2718,47995,48512,47717,38304,661,26930,1009,42018,131,47717,38304,1594,8656,4047,1848,131,1594,36,21710,36583,45994,48336,8070,25522,21277,1166,31,49008,9433,4755,5457,359,47717,38304,28366,48803,1493,25522,179,21710,4,12592,1640,21710,36583,4397,1594,48209,179,21710,4,354,1215,12592,49338,30921,3950,131,42018,5457,359,179,21710,48803,47717,38304,20951,2870,31723,131,42326,740,3807,15954,12,16714,5224,899,448,12677,111,26046,20235,36,47717,38304,6460,1902,49570,42018,6,2870,31723,35122,25522,21277,220,516,42326,740,3807,15954,12,16714,5224,899,448,12677,111,26046,1594,48209,21710,31723,4,41486,49338,25522,22609,47995,4,991,6406,1215,1644,1640,47717,38304,30191,1640,21710,31723,48749,46961,30921,1528,48803,2]",1,1,cli/cmdlineparser.cpp,"addFilesToList:bool(std.string&,std.vector<std.string>&)",<empty>,,false,62,84,addFilesToList,,,1,"bool(std.string&,std.vector<std.string>&)"
111669149698,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"[0,41552,9424,15698,2]",1,1,cli/cmdlineparser.cpp,cli/cmdlineparser.cpp:<global>,<empty>,,false,1,2139,<global>,,,1,
111669149699,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"[0,42653,49460,1606,1121,46962,42119,29,3972,36583,1640,20836,49008,38304,20951,947,2870,36583,6,49008,38304,8458,41552,47717,38304,20951,15698,947,2718,47995,48512,47717,38304,1594,8656,6773,1640,21710,36583,4397,1594,36,42018,43,25522,47717,38304,20951,2718,31723,131,42326,740,3807,15954,12,16714,5224,899,448,12677,111,26046,20235,36,47717,38304,6460,1902,1640,42018,6,2718,31723,35122,25522,21277,220,516,1594,48209,22609,31723,4,41486,49338,25522,22609,31723,5457,16234,38304,46327,12444,35915,448,15921,1640,47717,38304,30191,1640,22609,31723,48749,22609,31723,5457,16234,38304,7761,45339,37729,271,3629,1640,47717,38304,30191,1640,22609,31723,48749,42326,318,2718,630,75,253,19,1589,50,49309,6,1606,24,1594,48209,8845,3908,1640,22609,31723,6,48817,108,35122,22609,31723,49371,48817,23500,22609,47995,4,991,6406,1215,1644,1640,47717,38304,30191,1640,22609,31723,48749,46961,30921,1528,48803,30921,3950,48803,2]",1,1,cli/cmdlineparser.cpp,"addIncludePathsToList:bool(std.string&,std.list<std.string>&)",<empty>,,false,86,107,addIncludePathsToList,,,1,"bool(std.string&,std.list<std.string>&)"
111669149700,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"[0,42653,49460,1606,42119,29,3972,28512,1640,20836,49008,38304,20951,947,2870,31723,6,49008,38304,8738,41552,47717,38304,20951,15698,947,278,48512,47717,38304,8458,41552,47717,38304,20951,15698,11030,2911,661,131,1594,48209,4917,1121,46962,42119,29,3972,36583,1640,21710,31723,6,11030,2911,661,35122,30921,3950,131,8738,4,43675,1640,17950,2911,661,4,438,43230,49196,11030,2911,661,4,34097,49291,30921,1528,48803,2]",1,1,cli/cmdlineparser.cpp,"addPathsToSet:bool(std.string&,std.set<std.string>&)",<empty>,,false,109,116,addPathsToSet,,,1,"bool(std.string&,std.set<std.string>&)"
111669149701,METHOD,XMLErrorMessagesLogger,TYPE_DECL,"[0,47908,266,14944,1640,20836,49008,38304,20951,359,66,48593,6,16858,48565,438,48835,5457,16858,38304,20028,594,43,30333,45152,47717,38304,438,995,48188,66,48593,48188,49008,38304,1397,462,48803,2]",9,9,cli/cmdlineparser.cpp,"XMLErrorMessagesLogger.reportOut:void(std.string&,Color)",<empty>,,false,121,124,reportOut,,,1,"void(std.string&,Color)"
111669149702,METHOD,XMLErrorMessagesLogger,TYPE_DECL,"[0,47908,266,28012,338,1640,20836,37943,42394,359,48593,43,30333,45152,7415,14944,1640,48593,4,560,1000,10537,49291,24303,2]",9,9,cli/cmdlineparser.cpp,XMLErrorMessagesLogger.reportErr:void(ErrorMessage&),<empty>,,false,126,129,reportErr,,,2,void(ErrorMessage&)
111669149703,METHOD,XMLErrorMessagesLogger,TYPE_DECL,"[0,47908,266,43881,1640,20836,49008,38304,20951,359,48565,49451,48835,6,10759,16224,48565,10850,48835,10975,7479,10759,49008,38304,10799,1215,90,48565,19434,48835,43,30333,45152,24303,2]",9,10,cli/cmdlineparser.cpp,"XMLErrorMessagesLogger.reportProgress:void(std.string&,char[],std.size_t)",<empty>,,false,131,132,reportProgress,,,3,"void(std.string&,char[],std.size_t)"
111669149704,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"[0,49530,18997,49707,38304,49530,18997,49707,1640,49530,18997,23345,2403,359,12376,2403,6,29020,359,48419,6,13256,5224,2485,359,16714,5224,2485,3256,475,23345,2403,1640,12376,2403,238,475,47718,1640,48419,238,475,33661,5224,2485,1640,16714,5224,2485,48512,24303,2]",1,2,cli/cmdlineparser.cpp,"CmdLineParser.CmdLineParser:ANY(CmdLineLogger&,Settings&,Suppressions&)",<empty>,,false,136,140,CmdLineParser,,,1,"CmdLineParser.CmdLineParser:ANY(CmdLineLogger&,Settings&,Suppressions&)(CmdLineLogger&,Settings&,Suppressions&)"
111669149705,METHOD,<empty>,<empty>,"[0,10975,47620,20836,49008,38304,20951,947,939,43,25522,30921,16234,38304,354,49474,1640,118,4397,24303,2]",69,5,cli/cmdlineparser.cpp,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>0:bool(std.string&),<empty>,,false,184,186,<lambda>0,,,1,bool(std.string&)
